TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0007034"	"vacuolar transport"	2.661863887	4.768193961633072	0.19504391090731824	0.9404631446027145	0.15952639	4.132348887998337	4.2062136892705775	null
"GO:0007155"	"cell adhesion"	1.292465702	5.326909078957348	0.7060783158562494	0.9845623658613204	0.00945654	-3.5073845220230515	-6.699023274284203	null
"GO:0007160"	"cell-matrix adhesion"	1.58444279	4.048053173115609	0.0371501123982987	0.9630664402666833	0.00677834	0.5315978401677169	7.689824846114054	null
"GO:0007156"	"homophilic cell adhesion via plasma membrane adhesion molecules"	1.530571735	4.813020246744775	0.216251639141856	0.9629869700786227	0.70087946	null	null	7160
"GO:0034446"	"substrate adhesion-dependent cell spreading"	1.545598386	3.3003780648707024	0.006639056705793196	0.9659662172048825	0.86971783	null	null	7160
"GO:0098609"	"cell-cell adhesion"	1.309113387	4.944546824551128	0.2927438170291938	0.9623737011320973	0.82175113	null	null	7160
"GO:0007163"	"establishment or maintenance of cell polarity"	1.620264975	4.3153824963149905	0.0687554815458172	0.9870165229978325	0.00708058	-4.268580860250651	-7.110175722913321	null
"GO:0007166"	"cell surface receptor signaling pathway"	1.3527505	5.554889955407091	1.1935334257213288	0.743238076215416	0.461765	-5.485380139546016	0.5736562209508276	null
"GO:0007169"	"transmembrane receptor protein tyrosine kinase signaling pathway"	1.756830166	4.672485777576998	0.156466866982574	0.7573862603231589	0.68046882	-5.640905399097372	0.21370929350445614	null
"GO:0007175"	"negative regulation of epidermal growth factor-activated receptor activity"	2.661863887	2.964259630196849	0.0030600862571792285	0.739613459253737	0.54972769	-5.066022951301626	4.840721760583763	null
"GO:0042059"	"negative regulation of epidermal growth factor receptor signaling pathway"	2.12949111	3.1746411926604483	0.00496931398720192	0.7805726453452179	0.97074451	null	null	7175
"GO:0007229"	"integrin-mediated signaling pathway"	1.774575925	4.439158941284675	0.09143005547537242	0.7670902939968658	0.51961427	-5.522143772960737	0.11238811509663366	null
"GO:0007250"	"activation of NF-kappaB-inducing kinase activity"	2.281597618	3.098643725817057	0.004171030615763862	0.6818673782851581	0.62967756	-5.066860294179933	1.8438888800217974	null
"GO:0001934"	"positive regulation of protein phosphorylation"	1.380225719	4.508448912480794	0.10724604477198897	0.7081637240135138	0.95871566	null	null	7250
"GO:0033674"	"positive regulation of kinase activity"	1.663664929	4.330555809062996	0.07120022437084626	0.7120513328134616	0.88336432	null	null	7250
"GO:0043410"	"positive regulation of MAPK cascade"	1.290600673	4.365749980104889	0.077210632921632	0.6769536537185942	0.84419299	null	null	7250
"GO:0043507"	"positive regulation of JUN kinase activity"	1.735998187	3.230193378869046	0.005647854852924272	0.6824870441725324	0.74164703	null	null	7250
"GO:0046330"	"positive regulation of JNK cascade"	1.558164227	3.6104472214421213	0.013560838772304037	0.7024763832570227	0.76638369	null	null	7250
"GO:0051443"	"positive regulation of ubiquitin-protein transferase activity"	1.722382515	3.929214503737394	0.02825590516819298	0.7268064779802984	0.75867175	null	null	7250
"GO:0007416"	"synapse assembly"	1.459731809	3.6726519228400023	0.015649680260900294	0.86748301637512	0.57886588	0.452451041387415	-5.35087259947276	null
"GO:0007519"	"skeletal muscle tissue development"	1.652191378	3.8141143561291253	0.021676719715257645	0.9198373039418738	0.53436361	-0.7873887262162657	-6.636154087988592	null
"GO:0030855"	"epithelial cell differentiation"	1.535690704	4.42458765366793	0.08841320956747943	0.9125559928421817	0.70560921	null	null	7519
"GO:0007586"	"digestion"	2.177888635	3.8524799936368566	0.023679080505281443	0.9267218541740028	0.38546454	0.9417743182812917	-6.517608427589599	null
"GO:0007613"	"memory"	1.441842939	3.6092741724045876	0.01352425078444646	0.9288460626747752	0.42358198	0.8990260947216532	-6.683678554025837	null
"GO:0009410"	"response to xenobiotic stimulus"	1.268738862	4.367113543177637	0.07745344411377773	0.8587056655260036	0.54646124	-6.934589722429601	-2.3339086996114906	null
"GO:0009611"	"response to wounding"	1.478813271	4.554452815848653	0.11923027388570284	0.8595933464798949	0.55244824	-6.900830420910576	-2.9709180236410755	null
"GO:0009615"	"response to virus"	1.535690704	4.714983224819396	0.1725522769170509	0.845440755521945	0.58076196	-5.291990957898699	-2.692067671256324	null
"GO:0045087"	"innate immune response"	1.291202632	4.6965835256348845	0.16539433601982298	0.7891547675916255	0.77378426	null	null	9615
"GO:0051607"	"defense response to virus"	1.299980038	4.673048568316887	0.15666976400614785	0.8271193709022834	0.7375043	null	null	9615
"GO:0009636"	"response to toxic substance"	1.397478541	5.471203669470253	0.9843465944166997	0.831291982510343	0.53355365	-6.0489359477461635	-2.3287031143860553	null
"GO:0015820"	"leucine transport"	2.281597618	2.7715874808812555	0.0019624466214518965	0.9516531057859483	0.16153191	3.2310811471963667	5.668362322717677	null
"GO:0015871"	"choline transport"	2.070338579	3.3995006613146104	0.008342061231527724	0.9524410839601014	0.28636727	3.638052132194874	5.481635243962004	null
"GO:0015914"	"phospholipid transport"	1.935901009	4.5600980074263	0.1207902526407214	0.9440451222401706	0.326782	3.719324380788832	5.087455306547452	null
"GO:0016310"	"phosphorylation"	1.246821003	6.35164114641232	7.474579996508841	0.9501275968857581	0.35388296	5.274630446587486	-4.00510994399761	null
"GO:0016477"	"cell migration"	1.318256401	4.739406189097407	0.182534145240741	0.9712425762125373	0.65476466	-2.4509928611132117	-7.521844906941219	null
"GO:0001764"	"neuron migration"	1.330931944	3.8524799936368566	0.023679080505281443	0.8871861385338794	0.73139762	null	null	16477
"GO:0016485"	"protein processing"	1.415885046	4.991407732325726	0.32609875723244736	0.9074063710662436	0.68635985	5.7940502045188484	-0.9133378912917663	null
"GO:0016925"	"protein sumoylation"	1.552753934	3.975293915356206	0.0314191030275163	0.9183620733163312	0.40002847	6.01760178259642	-0.31211891439642186	null
"GO:0000209"	"protein polyubiquitination"	1.290600673	4.514959274108723	0.10886589477986537	0.91510665178281	0.80053315	null	null	16925
"GO:0016567"	"protein ubiquitination"	1.193575978	5.395139352759739	0.8261966799926771	0.9022588132817752	0.72318485	null	null	16925
"GO:0018242"	"protein O-linked glycosylation via serine"	2.281597618	2.710963118995276	0.0017063307064488524	0.9292127931703451	0.29370131	5.404396952716269	-0.19208961653111267	null
"GO:0018243"	"protein O-linked glycosylation via threonine"	2.070338579	2.6532125137753435	0.0014934551407320366	0.9296789845868809	0.6565728	5.475149255946424	-0.07190162700254743	null
"GO:0019695"	"choline metabolic process"	2.070338579	3.778729923996112	0.01998036755095177	0.958444733661013	0.11209009	4.246676131950996	-5.545608281350159	null
"GO:0021799"	"cerebral cortex radially oriented cell migration"	2.281597618	3.1078880251827985	0.004260837495050643	0.8928591898812088	0.63182066	-0.3118243319805921	-6.656241342126839	null
"GO:0022010"	"central nervous system myelination"	2.329130901	2.9180303367848803	0.0027507514507469806	0.9021864681227358	0.49216844	0.02386424038005788	-6.3992959688781985	null
"GO:0048709"	"oligodendrocyte differentiation"	1.57291957	3.551327988003846	0.011834550981569235	0.8956884364925375	0.84093184	null	null	22010
"GO:0022409"	"positive regulation of cell-cell adhesion"	2.281597618	4.022469612767769	0.035024682921844866	0.7587430297957389	0.43229901	-3.4683537202378747	3.9852738043589917	null
"GO:0022904"	"respiratory electron transport chain"	2.047587606	5.158220720064184	0.47881036618854816	0.9718490873503169	0.04568096	-0.17046242013962964	7.744243529521881	null
"GO:0030150"	"protein import into mitochondrial matrix"	1.996397915	4.127525924587694	0.04461073574053023	0.8921275429257893	0.54654169	3.2794612340643337	3.3753387936729515	null
"GO:0030209"	"dermatan sulfate catabolic process"	2.661863887	2.1760912590556813	0.000495600926434462	0.9007184124873682	0.65849856	3.449327055310371	-0.8354320742352638	null
"GO:0030574"	"collagen catabolic process"	1.996397915	3.396548037987132	0.008285516159384193	0.9479545332374436	0.33083423	1.5202858903007082	-0.20369401122226097	null
"GO:0030705"	"cytoskeleton-dependent intracellular transport"	1.935901009	4.320374802023668	0.06955043873654095	0.94423488373526	0.56450592	4.348561500177433	4.213944214677819	null
"GO:0031623"	"receptor internalization"	1.57291957	3.484299839346786	0.010141524997977682	0.9548366702479514	0.56266353	4.787238080910178	3.6644641547490133	null
"GO:0031638"	"zymogen activation"	1.901331348	3.402433346219312	0.008398606303671253	0.9269796197961467	0.26151013	6.154552463895925	0.6086498321895883	null
"GO:0031663"	"lipopolysaccharide-mediated signaling pathway"	2.661863887	3.1705550585212086	0.004922747457201367	0.7366318556070763	0.40643743	-5.824596856006431	-1.0447561454023337	null
"GO:0042742"	"defense response to bacterium"	1.510787612	4.503286663558915	0.10597876991983106	0.8231390591403741	0.84230021	null	null	31663
"GO:0050829"	"defense response to Gram-negative bacterium"	2.070338579	3.7301360039966776	0.01786491661664091	0.8407941026823783	0.70292276	null	null	31663
"GO:0050830"	"defense response to Gram-positive bacterium"	1.863304721	3.5939502952639875	0.0130552593037266	0.8436049355247239	0.77870686	null	null	31663
"GO:0071222"	"cellular response to lipopolysaccharide"	1.428317208	3.747100931364986	0.01857671928950651	0.8096596495942621	0.92143063	null	null	31663
"GO:0032733"	"positive regulation of interleukin-10 production"	2.661863887	3.171726453653231	0.004936052180058668	0.7395800988341101	0.51894817	-3.212172899141212	5.350118238023187	null
"GO:0002726"	"positive regulation of T cell cytokine production"	2.281597618	2.94546858513182	0.0029303652093205434	0.691724702277188	0.71583574	null	null	32733
"GO:0032728"	"positive regulation of interferon-beta production"	2.10147149	3.2065560440990297	0.005348498588634999	0.7385738703481469	0.73764113	null	null	32733
"GO:0032729"	"positive regulation of type II interferon production"	1.935901009	3.4235735197327357	0.008817705073676234	0.7321298711857788	0.7599638	null	null	32733
"GO:0032743"	"positive regulation of interleukin-2 production"	2.070338579	3.137986732723532	0.004566846120768566	0.740547684398553	0.73178782	null	null	32733
"GO:0032755"	"positive regulation of interleukin-6 production"	1.774575925	3.5259513412480126	0.011162662477275534	0.7289815768668564	0.7902922	null	null	32733
"GO:0032760"	"positive regulation of tumor necrosis factor production"	1.597118332	3.496376054012401	0.010427576539409653	0.729898424293065	0.79754641	null	null	32733
"GO:0034101"	"erythrocyte homeostasis"	2.281597618	3.766040860381389	0.019404938287373497	0.8794930827483061	0.5424889	0.5862475401032212	-6.314946058763411	null
"GO:0097009"	"energy homeostasis"	1.638070084	3.2617385473525378	0.0060736059843579035	0.9277643861066474	0.77278467	null	null	34101
"GO:0034599"	"cellular response to oxidative stress"	1.484501014	4.790186609533173	0.20517545736315293	0.8139721242489889	0.68137538	-6.339269192471409	-2.3431191816387136	null
"GO:0035092"	"sperm DNA condensation"	2.661863887	2.8686444383948255	0.002454721367172033	0.8750636475376498	0.33696566	0.5395034397979469	-5.156840687679197	null
"GO:0031468"	"nuclear membrane reassembly"	2.070338579	3.0791812460476247	0.003988090676475972	0.9348041530638463	0.74833075	null	null	35092
"GO:0035329"	"hippo signaling"	2.070338579	3.5576274884268266	0.012007512378714147	0.8054874714334653	0.33940008	-6.262685217336759	0.2646806198041885	null
"GO:0035335"	"peptidyl-tyrosine dephosphorylation"	1.922457252	3.1293675957229854	0.004477039241481785	0.9293765571577289	0.1630889	5.582395646117822	-2.4625776312786716	null
"GO:0035556"	"intracellular signal transduction"	1.162385977	6.0572076090390246	3.7944870018179575	0.7190273949532713	0.59865377	-5.510359489686195	0.6955820209271407	null
"GO:0007165"	"signal transduction"	1.16142646	6.388453966952047	8.135788134528843	0.7011768642620153	0.79100692	null	null	35556
"GO:0038061"	"NIK/NF-kappaB signaling"	2.218219906	3.343802333161655	0.007337554655801498	0.8106287071876475	0.32791212	-6.5282490277471945	0.19437277322824412	null
"GO:0038202"	"TORC1 signaling"	2.070338579	2.6503075231319366	0.0014834765985890608	0.8255846025761738	0.30270471	-7.2220558686279706	-0.12386124333418792	null
"GO:0042026"	"protein refolding"	2.281597618	4.4466614109543094	0.09302329603753422	0.9867442531902055	0.00723909	-4.953595274738672	-6.8807748444325325	null
"GO:0042088"	"T-helper 1 type immune response"	2.661863887	2.863322860120456	0.0024247857407431062	0.8776393074591585	0.16598743	-4.739120675020588	-3.900210290464947	null
"GO:0042176"	"regulation of protein catabolic process"	2.366101233	4.652352725284198	0.1493787758803469	0.8194604735990877	0.62327297	-5.797832734443994	3.5687209462896066	null
"GO:0043488"	"regulation of mRNA stability"	2.281597618	4.604819830978338	0.13389207847444856	0.8051066062304473	0.84704712	null	null	42176
"GO:0061136"	"regulation of proteasomal protein catabolic process"	2.070338579	4.505394200284987	0.10649432793055147	0.8231134635054331	0.83252229	null	null	42176
"GO:0043122"	"regulation of I-kappaB kinase/NF-kappaB signaling"	2.12949111	4.128496198632706	0.04471052116195999	0.7625416295454215	0.65440273	-5.182386481370936	4.5960738746052545	null
"GO:0051056"	"regulation of small GTPase mediated signal transduction"	1.613250841	4.613376634694834	0.13655634922662307	0.7468592016800314	0.75942586	null	null	43122
"GO:0043123"	"positive regulation of I-kappaB kinase/NF-kappaB signaling"	1.793864794	4.0135955235372895	0.03431620642969359	0.6918428949138576	0.69257715	-4.2299086935009464	4.476081952660993	null
"GO:0014068"	"positive regulation of phosphatidylinositol 3-kinase signaling"	1.459731809	3.4815859363676225	0.010078327564405503	0.7106879276657255	0.7337122	null	null	43123
"GO:0051897"	"positive regulation of protein kinase B signaling"	1.416798521	3.5720579899263045	0.012413306425861827	0.7076435441301909	0.74272098	null	null	43123
"GO:1901224"	"positive regulation of NIK/NF-kappaB signaling"	1.663664929	3.4075608494863627	0.00849839172510101	0.7131331675472755	0.72650165	null	null	43123
"GO:1904263"	"positive regulation of TORC1 signaling"	1.685847129	3.1571544399062814	0.004773069325056732	0.7211133276121972	0.70312329	null	null	43123
"GO:0043162"	"ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"	2.047587606	4.066586796470695	0.03876996240617509	0.8918471185837954	0.51144035	3.937733751622114	-0.7188935432178257	null
"GO:0006511"	"ubiquitin-dependent protein catabolic process"	1.291555259	5.37525381240746	0.7892195289915234	0.8667143623620635	0.93510552	null	null	43162
"GO:0010498"	"proteasomal protein catabolic process"	1.597118332	5.027198699908206	0.3541118512084946	0.8752375278177615	0.8622432	null	null	43162
"GO:0030433"	"ubiquitin-dependent ERAD pathway"	1.441842939	4.363950259396645	0.07689131957305677	0.726818957349191	0.86680387	null	null	43162
"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	1.359249645	4.957271979992943	0.3014484319585829	0.874458827896763	0.84895327	null	null	43162
"GO:0051603"	"proteolysis involved in protein catabolic process"	1.451925757	5.461991967449665	0.9636876860000256	0.8666632787875549	0.70963164	null	null	43162
"GO:0043252"	"sodium-independent organic anion transport"	1.996397915	2.4885507165004443	0.0010211374792978513	0.9541632238716085	0.4141472	3.0340204009827128	5.788288007843297	null
"GO:0043627"	"response to estrogen"	1.703592888	3.298197867109815	0.006605794898649943	0.8662508608323474	0.45638809	-5.681884189369997	-2.985539040495046	null
"GO:0043651"	"linoleic acid metabolic process"	2.329130901	2.9556877503135057	0.003000215004321374	0.9501401062263917	0.02564997	3.7217923219659137	-4.988259262875432	null
"GO:0042574"	"retinal metabolic process"	2.12949111	2.8674674878590514	0.002448069005743383	0.9572651763688467	0.76810053	null	null	43651
"GO:0043652"	"engulfment of apoptotic cell"	2.281597618	2.7218106152125467	0.0017495710557350807	0.925936114478729	0.16045315	3.0469377245754017	2.45793516550318	null
"GO:0045197"	"establishment or maintenance of epithelial cell apical/basal polarity"	1.935901009	3.256958152560932	0.006007082370071398	0.9888545255596534	0.00519322	-3.4197645336047615	-7.49145263750638	null
"GO:0045766"	"positive regulation of angiogenesis"	1.670189106	3.806586934327803	0.021304187475253214	0.7262339448976526	0.66249197	-3.1264753955443316	4.990479394950984	null
"GO:0008360"	"regulation of cell shape"	1.35140782	5.316303805920243	0.6890449444181898	0.8093821438948903	0.71034691	null	null	45766
"GO:0016525"	"negative regulation of angiogenesis"	1.597118332	3.7618526944663833	0.019218672167371286	0.804298341654779	0.89981368	null	null	45766
"GO:0045903"	"positive regulation of translational fidelity"	2.661863887	2.2095150145426308	0.0005355150950063649	0.7586083992694724	0.35346533	-2.5916266864409554	4.452639479763441	null
"GO:0045727"	"positive regulation of translation"	1.577400822	4.35928515389347	0.07606975293661843	0.7065605735827604	0.73731215	null	null	45903
"GO:0046426"	"negative regulation of receptor signaling pathway via JAK-STAT"	2.661863887	2.9822712330395684	0.003189807305037913	0.7891438154144035	0.48769326	-5.098575721717808	5.52179326359009	null
"GO:0046628"	"positive regulation of insulin receptor signaling pathway"	2.12949111	2.9278834103307068	0.00281394888431916	0.733088033191139	0.50685788	-4.0607173767579585	4.902369384245317	null
"GO:0046686"	"response to cadmium ion"	1.774575925	3.375114684692225	0.007886374473665164	0.8767917299651653	0.1765403	-5.789890110683497	-3.2818972123895267	null
"GO:0046777"	"protein autophosphorylation"	1.444202747	4.21793116878578	0.0549352006777958	0.9216483648245314	0.25874053	5.633231244936648	-2.079611761296105	null
"GO:0046825"	"regulation of protein export from nucleus"	2.281597618	3.153814864344529	0.004736481337199153	0.8772798409825906	0.50932507	-7.316288201648277	3.713935241265445	null
"GO:1903076"	"regulation of protein localization to plasma membrane"	1.901331348	3.693111115462141	0.016404723283052126	0.8693197461175477	0.71601844	null	null	46825
"GO:0048012"	"hepatocyte growth factor receptor signaling pathway"	2.281597618	2.5774917998372255	0.0012539701293006187	0.8137534328294319	0.41266316	-6.680240869666796	-0.45251387474459215	null
"GO:0048813"	"dendrite morphogenesis"	1.468614558	3.435525851498655	0.009063842446536302	0.8707889546777077	0.57833511	0.43996144448981644	-5.473197284931832	null
"GO:0048820"	"hair follicle maturation"	2.661863887	2.27415784926368	0.0006219957935788214	0.9171738783538878	0.00429203	-0.041739065666602494	-6.790521970830966	null
"GO:0048839"	"inner ear development"	1.647820502	3.9869955397243815	0.03227725765181221	0.920821442150909	0.61649987	-0.7946962185920313	-6.476424351406042	null
"GO:0048870"	"cell motility"	1.722382515	5.139910555875683	0.4590428742033132	0.9850859817237133	0.00820959	-0.8490184871520667	8.01468607335602	null
"GO:0050774"	"negative regulation of dendrite morphogenesis"	2.661863887	2.4578818967339924	0.000951287684297021	0.8159995230127911	0.46554091	-3.229476668531437	6.665544419692179	null
"GO:0030517"	"negative regulation of axon extension"	2.12949111	3.092018470752797	0.004107833182191682	0.7624250214412646	0.89601927	null	null	50774
"GO:0048671"	"negative regulation of collateral sprouting"	2.661863887	2.376576957056512	0.0007883048292950838	0.7796359258958457	0.75520195	null	null	50774
"GO:1900006"	"positive regulation of dendrite development"	1.935901009	2.5888317255942073	0.001287231936443871	0.7664620033968957	0.81118449	null	null	50774
"GO:0050790"	"regulation of catalytic activity"	1.740449465	5.306945868486873	0.6743565303837294	0.827887276319002	0.6322593	-5.086624947245783	2.9774032379762416	null
"GO:0051092"	"positive regulation of NF-kappaB transcription factor activity"	1.363393698	3.7859701251320095	0.020316311803098615	0.8359286054284976	0.70640611	null	null	50790
"GO:0051017"	"actin filament bundle assembly"	1.57291957	3.85076872692888	0.023585947445280333	0.9316241227550945	0.39977498	1.0110178560825447	-2.9366173039812087	null
"GO:0007015"	"actin filament organization"	1.373865232	4.753797472366481	0.18868425338152836	0.9258438185366561	0.94265759	null	null	51017
"GO:0030036"	"actin cytoskeleton organization"	1.416404637	4.984810749873123	0.3211826621366746	0.9236823967368738	0.80357022	null	null	51017
"GO:0051865"	"protein autoubiquitination"	1.451925757	3.6585837154070626	0.015150753153751506	0.9249902521521839	0.55166687	6.243577120416827	-0.2980895657584098	null
"GO:0051923"	"sulfation"	1.842828845	3.8152455919165633	0.02173326478740117	0.9737807589359175	0.05224727	0.8626966746323591	6.68121903079196	null
"GO:0055085"	"transmembrane transport"	1.181823386	6.609527179077396	13.53545668727302	0.934953145699849	0.57447079	3.6260107771489145	4.51698520395124	null
"GO:0060340"	"positive regulation of type I interferon-mediated signaling pathway"	2.661863887	2.9380190974762104	0.002880472498605665	0.7180647907461105	0.6596166	-4.16415111529962	4.991533188632375	null
"GO:0002218"	"activation of innate immune response"	2.177888635	4.199508348896786	0.05265344070776868	0.6704333453638005	0.93801338	null	null	60340
"GO:0002224"	"toll-like receptor signaling pathway"	2.661863887	4.025715383901341	0.03528745119827656	0.6132413184038471	0.84749732	null	null	60340
"GO:0002753"	"cytosolic pattern recognition receptor signaling pathway"	2.329130901	3.237292337567459	0.005740987912925379	0.6470455300972532	0.87445505	null	null	60340
"GO:0006956"	"complement activation"	2.661863887	3.859258417467307	0.02405161274528587	0.6417162833851743	0.70045226	null	null	60340
"GO:0045089"	"positive regulation of innate immune response"	1.842828845	4.3190227334304145	0.06933423699010981	0.6843989213576869	0.96302935	null	null	60340
"GO:0050852"	"T cell receptor signaling pathway"	1.803198117	3.526339277389844	0.011172641019418509	0.6272759805161573	0.85555068	null	null	60340
"GO:0070327"	"thyroid hormone transport"	2.661863887	2.678518379040114	0.0015832620200188184	0.8606089701885187	0.10339425	0.5355590670003038	4.080609750169493	null
"GO:0070371"	"ERK1 and ERK2 cascade"	2.366101233	3.2755416884013098	0.006269850646503093	0.8122132086296171	0.17438401	-6.752523083054074	0.20959243137668898	null
"GO:0070498"	"interleukin-1-mediated signaling pathway"	2.366101233	3.203304916138483	0.005308584420063096	0.7669736975825892	0.49414016	-5.975952485280576	-0.8264741572139058	null
"GO:0033209"	"tumor necrosis factor-mediated signaling pathway"	2.192123201	3.7149999674120426	0.017252899365205063	0.7499333315417566	0.70249801	null	null	70498
"GO:0071356"	"cellular response to tumor necrosis factor"	1.552753934	3.9217384836845985	0.027773608964615823	0.8398601020734614	0.95740804	null	null	70498
"GO:0071456"	"cellular response to hypoxia"	1.330931944	3.607776603741693	0.013477684254445906	0.8430808030716611	0.53364011	-6.6353734202432	-2.5244287130615186	null
"GO:0071526"	"semaphorin-plexin signaling pathway"	1.597118332	4.008003671840159	0.03387715057540265	0.7804493049705342	0.58387174	-5.52063603246076	-0.07016078513085759	null
"GO:0071702"	"organic substance transport"	1.935901009	6.261021262477039	6.066900404037823	0.9394473963475898	0.31457562	3.4598298325057115	4.52010167094315	null
"GO:0080135"	"regulation of cellular response to stress"	2.661863887	4.685992392966588	0.16140957152406132	0.7534308291072803	0.62721413	-5.1828951345290175	4.27980187380318	null
"GO:0090110"	"COPII-coated vesicle cargo loading"	2.12949111	3.0863598306747484	0.004054614290762477	0.9081092474579792	0.4959831	3.4308044780153986	2.783028747085721	null
"GO:0095500"	"acetylcholine receptor signaling pathway"	1.935901009	3.6737579365495767	0.0156895944294722	0.764526638076708	0.58457308	-5.666387189701514	-0.7915133151429077	null
"GO:1900273"	"positive regulation of long-term synaptic potentiation"	1.901331348	2.7067177823367587	0.001689699802877226	0.7418177849706927	0.54266793	-3.392630551790432	4.668056077543519	null
"GO:1901135"	"carbohydrate derivative metabolic process"	2.661863887	6.285321871094186	6.41604626743983	0.9672170321323853	0.04686768	1.3769173122168692	7.540709890598567	null
"GO:1901222"	"regulation of NIK/NF-kappaB signaling"	2.661863887	3.6161603128475828	0.0137404525308776	0.777183600940282	0.43607148	-5.323494072977479	4.958400007136543	null
"GO:1903543"	"positive regulation of exosomal secretion"	2.281597618	2.739572344450092	0.001822747031450236	0.7848005287553607	0.37341682	-3.022944905950775	4.520930791093766	null
"GO:1904417"	"positive regulation of xenophagy"	2.661863887	2.5599066250361124	0.0012040774185857399	0.7214215666225322	0.61041004	-4.380621510563698	5.03264391331896	null
"GO:1990928"	"response to amino acid starvation"	2.661863887	3.5247854493212225	0.011132726850846606	0.8600552353784455	0.0049145	-6.419326547072321	-3.5472924691754724	null
