geneID	geneName
149	g3663.t1	BAZ1A_HUMAN
150	g3665.t1	NUD22_BOVIN
151	g3666.t1	RSPH9_DANRE
152	g3667.t1	RT18A_HUMAN
153	g3668.t1	CRYD_XENLA
154	g3671.t1	ACTN1_CHICK
155	g3671.t2	ACTN1_CHICK
156	g3671.t3	ACTN1_CHICK
157	g3671.t4	ACTN4_BOVIN
158	g3672.t1	SUOX_MOUSE
159	g3672.t1	SUOX_MOUSE
160	g3673.t1	SUOX_CHICK
161	g3680.t1	ZMYM1_HUMAN
162	g3685.t1	SCYL1_BOVIN
163	g3686.t1	RTF1_HUMAN
164	g3686.t2	RTF1_HUMAN
165	g3687.t1	LLR1_HUMAN
166	g3688.t1	BIRC6_HUMAN
167	g3688.t1	BIRC6_HUMAN
168	g3688.t1	BIRC6_HUMAN
169	g3688.t1	BIRC6_HUMAN
170	g3688.t2	BIRC6_HUMAN
171	g3688.t2	BIRC6_HUMAN
172	g3688.t2	BIRC6_HUMAN
173	g3688.t2	BIRC6_HUMAN
174	g3688.t3	BIRC6_HUMAN
175	g3688.t3	BIRC6_HUMAN
176	g3688.t3	BIRC6_HUMAN
177	g3688.t3	BIRC6_HUMAN
178	g3689.t1	HSP83_BOMMO
179	g3689.t1	HSP83_BOMMO
180	g3690.t1	ZNF91_HUMAN
181	g3690.t1	ZNF91_HUMAN
182	g3690.t1	ZNF91_HUMAN
183	g3690.t1	ZNF91_HUMAN
184	g3690.t1	ZNF91_HUMAN
185	g3691.t1	TSSK1_BOVIN
186	g3692.t1	RBM25_MOUSE
187	g3692.t1	RBM25_MOUSE
188	g3692.t2	RBM25_HUMAN
189	g3692.t2	RBM25_HUMAN
190	g3692.t3	RBM25_MOUSE
191	g3692.t3	RBM25_MOUSE
192	g3693.t1	LECE_HELCR
193	g3696.t1	GABR2_HUMAN
194	g3696.t1	GABR2_HUMAN
195	g3697.t1	GABR1_MOUSE
196	g3697.t1	GABR1_MOUSE
197	g3697.t2	GABR1_MOUSE
198	g3697.t2	GABR1_MOUSE
199	g3698.t1	RTJK_DROME
200	g3699.t1	GABR1_HUMAN
201	g3699.t1	GABR1_HUMAN
202	g3704.t1	LRP4_HUMAN
203	g3704.t1	LRP4_HUMAN
204	g3704.t1	LRP4_HUMAN
205	g3704.t1	LRP4_HUMAN
206	g3704.t2	LRP4_HUMAN
207	g3704.t2	LRP4_HUMAN
208	g3704.t2	LRP4_HUMAN
209	g3704.t2	LRP4_HUMAN
210	g3705.t1	LRP4_RAT
211	g3705.t1	LRP4_RAT
212	g3705.t1	LRP4_RAT
213	g3705.t1	LRP4_RAT
214	g3706.t1	LRP4_RAT
215	g3706.t1	LRP4_RAT
216	g3706.t1	LRP4_RAT
217	g3706.t1	LRP4_RAT
218	g3707.t1	WDR27_HUMAN
219	g3710.t1	CCD15_HUMAN
220	g3711.t1	TSP1_HUMAN
221	g3713.t1	THNS2_PONAB
222	g3724.t1	G2E3_HUMAN
223	g3728.t1	CBPQ_XENLA
224	g3729.t1	ALKB1_MOUSE
225	g3730.t1	SLIRP_MOUSE
226	g3731.t1	SNW1_PONAB
227	g3732.t1	DMBT1_RABIT
228	g3732.t1	DMBT1_RABIT
229	g3732.t1	DMBT1_RABIT
230	g3732.t1	DMBT1_RABIT
231	g3734.t1	DMBT1_RABIT
232	g3734.t1	DMBT1_RABIT
233	g3734.t1	DMBT1_RABIT
234	g3734.t1	DMBT1_RABIT
235	g3735.t1	LG3BP_HUMAN
236	g3736.t1	DMBT1_RABIT
237	g3736.t1	DMBT1_RABIT
238	g3736.t1	DMBT1_RABIT
239	g3736.t1	DMBT1_RABIT
240	g3737.t1	DMBT1_RABIT
241	g3737.t1	DMBT1_RABIT
242	g3737.t1	DMBT1_RABIT
243	g3738.t1	DMBT1_RABIT
244	g3738.t1	DMBT1_RABIT
245	g3738.t1	DMBT1_RABIT
246	g3739.t1	DMBT1_RABIT
247	g3739.t1	DMBT1_RABIT
248	g3739.t1	DMBT1_RABIT
249	g3740.t1	ADCK1_MOUSE
250	g3741.t1	ARL2_HUMAN
251	g3742.t1	MTA1_MOUSE
252	g3743.t1	P2R3C_BOVIN
253	g3744.t1	MRPP3_MACFA
254	g3745.t1	S35B2_MOUSE
255	g3745.t2	S35B2_MOUSE
256	g3747.t1	YR571_MIMIV
257	g3748.t1	DPOE2_BOVIN
258	g3749.t1	AMNLS_HUMAN
259	g3750.t1	SRP14_PONAB
260	g3751.t1	SAE1_XENLA
261	g3752.t1	GANAB_PIG
262	g3755.t1	PKHH2_HUMAN
263	g3756.t1	PKHH1_HUMAN
264	g3758.t1	CP2U1_HUMAN
265	g3759.t1	TTC8_HUMAN
266	g3760.t1	LIPR2_RAT
267	g3761.t1	LIPP_MYOCO
268	g3761.t1	LIPP_MYOCO
269	g3762.t1	DYL2_RAT
270	g3764.t1	DYL2_RAT
271	g3765.t1	DYL2_RAT
272	g3766.t1	DYL2_RAT
273	g3767.t1	NAA40_DANRE
274	g3768.t1	PUA1A_XENLA
275	g3770.t1	EFC11_MOUSE
276	g3771.t1	FBX11_MOUSE
277	g3771.t2	FBX11_MOUSE
278	g3771.t3	FBX11_MOUSE
279	g3774.t1	IF43B_SALSA
280	g3775.t1	XYNB_NEOPA
281	g3775.t1	XYNB_NEOPA
282	g3775.t1	XYNB_NEOPA
283	g3775.t1	XYNB_NEOPA
284	g3775.t1	XYNB_NEOPA
285	g3775.t1	XYNB_NEOPA
286	g3775.t1	XYNB_NEOPA
287	g3775.t1	XYNB_NEOPA
288	g3775.t1	XYNB_NEOPA
289	g3776.t1	ARSA_MOUSE
290	g3777.t1	SPT17_MOUSE
291	g3780.t1	ATG2B_MOUSE
292	g3783.t1	ARP10_BOVIN
293	g3784.t1	ARP10_MOUSE
294	g3785.t1	CIROP_XENLA
295	g3787.t1	RBSK_HUMAN
296	g3788.t2	YI31B_YEAST
297	g3793.t1	PAPOG_MOUSE
298	g3794.t1	XPO5_HUMAN
299	g3798.t1	XPO5_MOUSE
300	g3801.t1	HARB1_BOVIN
301	g3802.t1	DC2L1_BOVIN
302	g3804.t1	CLHC1_MACFA
303	g3806.t1	LRRC9_XENTR
304	g3810.t1	FUT8_XENTR
305	g3811.t1	SRP54_DANRE
306	g3812.t1	ENTP5_RAT
307	g3814.t1	SNX6_PONAB
308	g3818.t1	SC6A6_RAT
309	g3823.t1	FACE2_HUMAN
310	g3824.t1	TXD16_HUMAN
311	g3825.t1	SYSM_MOUSE
312	g3826.t1	CALM_HALOK
313	g3828.t1	CK068_DANRE
314	g3829.t1	CK068_DANRE
315	g3830.t1	CK068_DANRE
316	g3831.t1	SCPDL_PONAB
317	g3833.t1	NOVA1_MACFA
318	g3833.t1	NOVA1_MACFA
319	g3834.t1	SPTB2_MOUSE
320	g3834.t1	SPTB2_MOUSE
321	g3835.t1	VPS39_HUMAN
322	g3836.t1	VPS39_HUMAN
323	g3837.t1	DHRS7_MOUSE
324	g3838.t1	PCX4_XENLA
325	g3839.t1	COX16_MOUSE
326	g3841.t1	IF5_MOUSE
327	g3842.t1	SYMPK_HUMAN
328	g3843.t1	MARC2_RAT
329	g3844.t1	MARC1_HUMAN
330	g3845.t1	MEGL_FUSNP
331	g3847.t1	PGBD4_HUMAN
332	g3849.t1	T229B_XENTR
333	g3855.t1	KI16B_HUMAN
334	g3856.t1	YIF1B_DANRE
335	g3857.t1	GNPAT_BOVIN
336	g3858.t1	FOXN3_PIG
337	g3859.t1	TM223_DANRE
338	g3860.t1	PPR21_CHICK
339	g3861.t1	CTRB_BOVIN
340	g3862.t1	CTRB_BOVIN
341	g3864.t1	CDKAL_HUMAN
342	g3866.t1	BTBDA_MOUSE
343	g3867.t1	LDHA_RAT
344	g3867.t2	LDHBA_DANRE
345	g3867.t3	LDHA_MOUSE
346	g3871.t1	P3_MOUSE
347	g3873.t1	CNTP2_PONAB
348	g3877.t1	TPC6B_DANRE
349	g3878.t1	PININ_PONAB
350	g3879.t1	ACTMP_XENTR
351	g3881.t1	SLP2_DROME
352	g3882.t1	FA5_HUMAN
353	g3882.t1	FA5_HUMAN
354	g3882.t1	FA5_HUMAN
355	g3883.t1	BHMT1_XENTR
356	g3884.t1	BHMT2_PONAB
357	g3890.t1	PAHX_RAT
358	g3891.t1	SENJU_DROME
359	g3893.t1	CLSPN_MOUSE
360	g3894.t1	S38A6_MOUSE
361	g3895.t1	S38A6_XENTR
362	g3896.t1	TRM5_XENTR
363	g3897.t1	MAT1_MARGL
364	g3899.t1	GLT16_MOUSE
365	g3899.t2	GLT16_MOUSE
366	g3899.t3	GLT16_MOUSE
367	g3901.t1	WDR20_HUMAN
368	g3902.t1	PALS1_RAT
369	g3902.t2	PALS1_RAT
370	g3904.t1	TBCB_MOUSE
371	g3905.t1	STRN3_BOVIN
372	g3906.t1	AP4S_ARATH
373	g3907.t1	TBCE_DANRE
374	g3907.t2	TBCE_DANRE
375	g3907.t3	TBCE_DANRE
376	g3908.t1	FA98A_RAT
377	g3909.t1	BHMT1_XENTR
378	g3910.t1	BHMT1_PIG
379	g3911.t1	SC23A_DANRE
380	g3911.t1	SC23A_DANRE
381	g3912.t1	SC23A_MOUSE
382	g3918.t1	ADAT3_DANRE
383	g3918.t1	ADAT3_DANRE
384	g3919.t1	LYST_BOVIN
385	g3919.t1	LYST_BOVIN
386	g3919.t1	LYST_BOVIN
387	g3919.t1	LYST_BOVIN
388	g3920.t1	STIP1_MACFA
389	g3921.t1	HSOP2_ARATH
390	g3921.t2	HSOP2_ARATH
391	g3922.t1	ODBA_PANTR
392	g3925.t1	LEG8_HUMAN
393	g3925.t1	LEG8_HUMAN
394	g3926.t1	PARP1_DANRE
395	g3927.t1	SAM15_MOUSE
396	g3928.t1	GCP60_HUMAN
397	g3928.t1	GCP60_HUMAN
398	g3934.t1	KNTC1_HUMAN
399	g3935.t1	KNTC1_HUMAN
400	g3936.t1	EGLN1_MOUSE
401	g3940.t1	FOXA2_XENTR
402	g3942.t1	MIPO1_HUMAN
403	g3943.t1	ODC_PONAB
404	g3945.t1	PAX1_CHICK
405	g3947.t1	CNGA2_RABIT
406	g3947.t2	CNGA2_RABIT
407	g3950.t1	NKX22_MOUSE
408	g3953.t1	XRN2_HUMAN
409	g3954.t1	NKX21_HUMAN
410	g3961.t1	NU133_MOUSE
411	g3963.t1	RDH7_RAT
412	g3966.t1	NAA80_HUMAN
413	g3967.t1	ARMT1_DANRE
414	g3968.t1	CHAC2_DANRE
415	g3970.t1	CN119_HUMAN
416	g3974.t1	GALT7_MOUSE
417	g3975.t1	GALT7_CAEEL
418	g3976.t1	CP2DF_CANLF
419	g3976.t2	CP2D3_RAT
420	g3978.t1	BP10_PARLI
421	g3980.t1	NUMB_RAT
422	g3981.t1	KLDC3_BOVIN
423	g3982.t1	NINL_DANRE
424	g3982.t2	NINL_DANRE
425	g3985.t1	RLGPB_HUMAN
426	g3985.t2	RLGPB_HUMAN
427	g3985.t3	RLGPB_HUMAN
428	g3986.t1	RLGPB_MOUSE
429	g3987.t1	SOX_HUMAN
430	g3988.t1	ABCC9_HUMAN
431	g3990.t1	ABCC8_RAT
432	g3993.t1	HTR5B_XENTR
433	g3994.t1	ZFPL1_XENTR
434	g4000.t1	PUS10_HUMAN
435	g4001.t1	AQP8_NOTAL
436	g4005.t1	NUSAP_XENTR
437	g4010.t1	SELN_XENTR
438	g4010.t1	SELN_XENTR
439	g4010.t1	SELN_XENTR
440	g4012.t1	AP4M1_HUMAN
441	g4014.t1	MDHC_PIG
442	g4015.t1	UGPA_BOVIN
443	g4017.t1	YPEL5_MACFA
444	g4019.t1	ARG33_MOUSE
445	g4020.t1	SDCG8_MOUSE
446	g4021.t1	TF65_XENLA
447	g4022.t1	UN112_DROME
448	g4023.t2	RTXE_DROME
449	g4023.t2	RTXE_DROME
450	g4025.t1	AIDA_DANRE
451	g4026.t1	CANB_DROME
452	g4027.t1	SCRB1_PIG
453	g4028.t1	SCRB1_PIG
454	g4030.t1	CS047_HUMAN
455	g4031.t1	NVD_DANRE
456	g4034.t1	ABCBA_HUMAN
457	g4036.t1	SPE39_DANRE
458	g4040.t1	WDR74_BOVIN
459	g4042.t1	UBXN1_DANRE
460	g4043.t1	FIBP_MOUSE
461	g4044.t1	PRP39_HUMAN
462	g4045.t1	S29A3_BOVIN
463	g4049.t1	PPK5_SCHPO
464	g4057.t1	LGMN_BOVIN
465	g4058.t1	DAA1A_XENLA
466	g4058.t1	DAA1A_XENLA
467	g4058.t2	DAA1A_XENLA
468	g4058.t2	DAA1A_XENLA
469	g4060.t1	RAB4B_DANRE
470	g4061.t1	ARF1_CHLRE
471	g4062.t1	ARF_DUGJA
472	g4064.t1	ARF_CANAL
473	g4065.t1	MAX_CHICK
474	g4066.t1	FNTB_BOVIN
475	g4069.t1	NAA20_XENTR
476	g4070.t1	BAHD1_MOUSE
477	g4071.t1	LIN52_CHICK
478	g4072.t1	S29A3_BOVIN
479	g4072.t2	S29A3_BOVIN
480	g4074.t1	WDY_DROWI
481	g4077.t1	POMT2_HUMAN
482	g4078.t1	POMT2_DANRE
483	g4080.t1	PGBD4_HUMAN
484	g4088.t1	CMTR1_BOVIN
485	g4090.t1	TF3B_MOUSE
486	g4091.t1	BTBD3_MUSPF
487	g4092.t1	TF3B_MOUSE
488	g4103.t1	SLC31_RAT
489	g4103.t2	SLC31_RAT
490	g4104.t1	SLC31_RAT
491	g4105.t1	LYPL1_HUMAN
492	g4106.t1	TGFB3_PIG
493	g4107.t1	TTLL5_HUMAN
494	g4108.t1	TTLL5_MOUSE
495	g4109.t1	PAKM_DROME
496	g4111.t1	SDHF1_BOVIN
497	g4112.t1	G2E3_CHICK
498	g4113.t1	STX5_BOVIN
499	g4116.t1	GREM1_CHICK
500	g4119.t1	FMN2_MOUSE
501	g4120.t1	DNA2_ACAPL
502	g4121.t1	IF2M_MOUSE
503	g4122.t1	IF2M_MOUSE
504	g4123.t1	RS27A_CHICK
505	g4124.t1	TTC7B_HUMAN
506	g4124.t2	TTC7B_HUMAN
507	g4124.t3	TTC7B_HUMAN
508	g4129.t1	RM11_DROME
509	g4131.t1	SF3B2_HUMAN
510	g4134.t1	ESF1_MOUSE
511	g4134.t2	ESF1_MOUSE
512	g4135.t1	SIM2_MOUSE
513	g4139.t1	DHTK1_PONAB
514	g4143.t1	THADA_CHICK
515	g4145.t1	PYG_DROME
516	g4146.t1	BTBD7_HUMAN
517	g4147.t1	EPAS1_HUMAN
518	g4148.t1	HIF1A_ONCMY
519	g4149.t1	MCM8_HUMAN
520	g4150.t1	MCM8_CHICK
521	g4151.t1	SOS1_HUMAN
522	g4152.t1	VTI1B_HUMAN
523	g4153.t1	MMSA_RAT
524	g4154.t1	SOCS5_MOUSE
525	g4155.t1	WDHD1_HUMAN
526	g4156.t1	WDHD1_XENLA
527	g4158.t1	EGLN1_RAT
528	g4161.t1	ITPK1_MOUSE
529	g4163.t1	CTHA2_CONVC
530	g4164.t1	GPHB5_HUMAN
531	g4167.t1	GSC_DROME
532	g4168.t1	TATD3_BOVIN
533	g4170.t1	SPC3_STRPU
534	g4172.t1	SPAN_STRPU
535	g4174.t1	GALT7_DROME
536	g4175.t1	GLTL6_HUMAN
537	g4175.t1	GLTL6_HUMAN
538	g4176.t1	GALT7_DROME
539	g4180.t1	SPRTN_DANRE
540	g4182.t1	RDH13_HUMAN
541	g4183.t1	L2HDH_NEMVE
542	g4184.t1	TRIM9_BOVIN
543	g4185.t1	IF4A3_SALSA
544	g4186.t1	ADRB2_MOUSE
545	g4186.t2	HRH1_PANTR
546	g4188.t1	SNUT1_HUMAN
547	g4188.t1	SNUT1_HUMAN
548	g4189.t1	DAA10_XENLA
549	g4190.t1	PSA6_RAT
550	g4192.t1	2A5D_RABIT
551	g4195.t1	NPAS3_HUMAN
552	g4195.t2	NPAS3_HUMAN
553	g4197.t1	AKAP6_RAT
554	g4199.t1	PIP1_DROME
555	g4199.t1	PIP1_DROME
556	g4199.t2	PIP1_DROME
557	g4199.t2	PIP1_DROME
558	g4199.t3	PIP1_DROME
559	g4199.t3	PIP1_DROME
560	g4199.t4	PIP1_DROME
561	g4199.t4	PIP1_DROME
562	g4200.t1	PLCB3_MOUSE
563	g4201.t1	PLCB4_HUMAN
564	g4201.t2	PLCB4_RAT
565	g4201.t2	PLCB4_RAT
566	g4202.t1	PLCB4_HUMAN
567	g4204.t1	NALD2_HUMAN
568	g4208.t1	SI1L1_HUMAN
569	g4208.t2	SI1L1_HUMAN
570	g4208.t3	SI1L1_HUMAN
571	g4209.t1	PTN21_RAT
572	g4211.t1	PTN21_RAT
573	g4212.t1	CENPF_HUMAN
574	g4218.t1	MLP3C_HUMAN
575	g4219.t1	TALD3_CHICK
576	g4220.t1	I2BLB_XENLA
577	g4225.t2	ZN318_MOUSE
578	g4227.t1	LYS1_CRAVI
579	g4227.t2	LYS1_CRAVI
580	g4228.t1	ACM4_CHICK
581	g4231.t1	NDUF5_DANRE
582	g4233.t1	PRS4_DROME
583	g4235.t1	EHD1_PONAB
584	g4237.t1	CAD96_DROME
585	g4238.t1	CAD96_DROME
586	g4239.t1	KIF6_HUMAN
587	g4240.t1	KIF6_HUMAN
588	g4242.t1	RPB9_PIG
589	g4243.t1	ZFY21_RAT
590	g4244.t1	CRLS1_RAT
591	g4245.t1	GNA1_PONAB
592	g4246.t1	CIA30_GORGO
593	g4247.t1	CHP1_RAT
594	g4248.t1	SYJ2B_RAT
595	g4250.t1	BEST2_HUMAN
596	g4252.t1	ERLEC_XENTR
597	g4253.t1	ERLEC_MOUSE
598	g4263.t1	THADA_CANLF
599	g4264.t1	3HAO_HUMAN
600	g4265.t1	GABR1_HUMAN
601	g4265.t1	GABR1_HUMAN
602	g4268.t1	CDKL1_MOUSE
603	g4269.t1	M4K2_MOUSE
604	g4269.t2	M4K2_MOUSE
605	g4269.t3	M4K2_MOUSE
606	g4269.t4	M4K2_MOUSE
607	g4270.t1	CRIPT_RAT
608	g4272.t1	AGRL3_HUMAN
609	g4272.t2	AGRL3_HUMAN
610	g4273.t1	AGRD1_BOVIN
611	g4275.t1	TSNAX_RAT
612	g4279.t1	TAD2B_PONAB
613	g4280.t1	MED17_MOUSE
614	g4280.t2	MED17_MOUSE
615	g4282.t1	TF2AA_PONAB
616	g4283.t1	SGPP2_HUMAN
617	g4284.t1	SGPP2_HUMAN
618	g4285.t1	SGPP2_HUMAN
619	g4286.t1	GNMT_RAT
620	g4287.t1	RM49_MOUSE
621	g4288.t1	RS30_HUMAN
622	g4290.t1	RAB15_HUMAN
623	g4291.t1	EXOC5_HUMAN
624	g4292.t1	EXOC5_RAT
625	g4295.t1	SSR4_RAT
626	g4296.t1	SEPR_THESR
627	g4297.t1	SEPR_THESR
628	g4298.t1	SEPR_THESR
629	g4299.t1	SEPR_THESR
630	g4299.t2	SEPR_THESR
631	g4300.t1	SEPR_THESR
632	g4301.t1	FUZZY_XENTR
633	g4301.t2	FUZZY_XENTR
634	g4302.t1	POL4_DROME
635	g4304.t1	NXF1_HUMAN
636	g4305.t1	H33_XENTR
637	g4306.t1	ANCHR_HUMAN
638	g4307.t1	ANCHR_MOUSE
639	g4308.t1	RAD51_HUMAN
640	g4309.t1	NANP_RAT
641	g4310.t1	DPP3_NEMVE
642	g4311.t1	IP3KB_HUMAN
643	g4312.t1	HS3S5_MOUSE
644	g4315.t1	TTL15_CAEEL
645	g4323.t1	CALM_STIJA
646	g4324.t1	CALM_LOCMI
647	g4325.t1	CALM_LOCMI
648	g4326.t1	CALM_LOCMI
649	g4327.t1	BDH_RAT
650	g4328.t1	BDH_RAT
651	g4329.t1	ACNT1_MOUSE
652	g4330.t1	UNC79_MOUSE
653	g4330.t1	UNC79_MOUSE
654	g4331.t1	UNC79_MOUSE
655	g4333.t1	UNC79_MOUSE
656	g4333.t1	UNC79_MOUSE
657	g4336.t1	FEZ2_MOUSE
658	g4337.t1	ARS_HEMPU
659	g4338.t1	AFTIN_MOUSE
660	g4338.t2	AFTIN_MOUSE
661	g4342.t1	EMARD_RAT
662	g4342.t2	EMARD_RAT
663	g4343.t1	TIM50_DANRE
664	g4344.t1	F120B_BOVIN
665	g4347.t1	DLLD_DANRE
666	g4348.t1	CHAC1_RAT
667	g4350.t1	INO80_MOUSE
668	g4350.t1	INO80_MOUSE
669	g4355.t1	CTSRE_HUMAN
670	g4356.t1	CTSR1_MOUSE
671	g4357.t1	SNAA_MOUSE
672	g4357.t2	SNAA_MOUSE
673	g4358.t1	YLAT2_RAT
674	g4358.t2	YLAT2_RAT
675	g4358.t3	YLAT2_RAT
676	g4359.t1	HPSE_BOVIN
677	g4360.t1	AHSA1_MOUSE
678	g4361.t1	DMAC2_RAT
679	g4362.t1	CCS_HUMAN
680	g4363.t1	KLDC2_HUMAN
681	g4366.t1	NADAP_HUMAN
682	g4367.t1	2A5E_HUMAN
683	g4368.t1	TOM20_RAT
684	g4370.t1	RTN4_RAT
685	g4370.t2	RTN1A_XENLA
686	g4371.t1	SPTC2_MOUSE
687	g4372.t1	HIPL2_MOUSE
688	g4373.t1	AOFB_MOUSE
689	g4374.t1	GXN_ACRMI
690	g4374.t1	GXN_ACRMI
691	g4374.t1	GXN_ACRMI
692	g4374.t2	GXN_ACRMI
693	g4374.t2	GXN_ACRMI
694	g4374.t2	GXN_ACRMI
695	g4375.t1	GXN_ACRMI
696	g4377.t1	TFB2M_BOVIN
697	g4383.t1	KCNK5_HUMAN
698	g4384.t1	KCNK4_RAT
699	g4389.t1	RM14_BOVIN
700	g4390.t1	PCYOX_ARATH
701	g4391.t1	NEC2_PONAB
702	g4396.t1	PIRL5_ORYSJ
703	g4396.t1	PIRL5_ORYSJ
704	g4401.t1	JKAMP_HUMAN
705	g4404.t1	DICER_MOUSE
706	g4404.t1	DICER_MOUSE
707	g4405.t1	DICER_XENTR
